year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
2014,5,13,12,22.0,3.0,27.0,1001.5567,NW,30.391481,0.0,4.0
2012,3,15,19,165.0,-8.0,3.0,1020.0,NE,1.78,0.0,0.0
2014,5,17,17,46.502483,5.0,28.0,1002.0,SE,24.14,0.0,0.0
2011,11,29,6,282.7944,-5.0,-2.0,1027.0,NW,6.71,0.0,0.0
2014,7,12,11,12.0,13.23996,32.0,1002.0,NE,3.58,0.0,0.0
2014,11,6,2,95.0,0.0,5.0,1028.0,SE,0.89,0.0,0.0
2011,11,20,22,212.7558,-4.0,2.0,1025.4272,SE,12.07,0.0,0.0
2012,11,10,17,219.54977,2.0,8.0,1023.0,SE,2.67,0.0,0.0
2013,4,24,12,138.0,5.0,21.0,1013.0,SE,11.18,0.0,0.0
2014,3,11,7,7.0,-11.0,6.0,1026.0,NW,21.462795,0.0,0.0
2014,12,28,21,65.76325,-9.0,2.0,1025.0,SE,24.59,0.0,0.0
2013,12,11,3,10.0,-21.003143,-3.0,1025.0,NW,75.99719,0.0,0.0
2013,9,1,12,115.4132,19.0,23.0,1012.0,NW,9.39,0.0,3.0
2011,3,25,8,76.0,-10.0,0.0,1030.0,cv,0.89,0.0,0.0
2010,2,12,3,13.0,-22.0,-8.0,1040.0,NE,22.8,0.0,0.0
2010,7,1,21,172.67203,23.0,27.0,1002.0394,SE,1.79,0.0,0.0
2014,6,18,22,105.0,18.0,23.0,1005.0,SE,16.99,0.0,0.0
2010,5,23,19,198.3957,14.0,21.0,1005.0,SE,1.78,0.0,0.0
2014,3,18,13,122.94907,-3.0,10.0,1018.0,cv,0.89,0.0,0.0
2013,3,16,12,247.7863,-1.0,10.0,1024.0,SE,23.246588,0.0,0.0
2014,4,17,14,135.0,0.0,20.0,1018.0,SE,26.379156,0.0,0.0
2010,12,14,18,15.0,-15.0,3.0,1022.0,NW,70.53685,0.0,0.0
2014,9,1,7,44.0,19.0,19.0,1015.0,cv,0.45,0.0,0.0
2010,2,17,6,100.0,-8.0,-1.0,1024.0,SE,43.933697,0.0,0.0
2014,2,14,2,369.0605,-9.0,-4.4707522,1027.0,NW,3.58,0.0,0.0
2014,5,2,22,25.0,-1.0,16.0,1017.0,NW,226.3615,0.0,0.0
2011,11,15,21,211.36383,2.0,5.0,1025.0,SE,0.89,0.0,0.0
2014,8,14,3,31.0,17.0,19.0,1007.0,SE,14.76,0.0,0.0
2013,9,17,6,85.671936,16.0,19.0,1012.0,cv,1.78,0.0,0.0
2010,11,3,5,39.0,-3.0,9.0,1023.0,NW,6.26,0.0,0.0
2011,6,18,0,118.0,19.0,24.0,1007.0,SE,7.764778,0.0,0.0
2011,6,4,17,95.0,16.0,25.0,1005.0,NW,3.13,0.0,2.0
2012,8,14,0,52.0,20.0,22.0,1007.0,SE,3.13,0.0,0.0
2013,7,23,15,35.0,20.0,32.0,995.7446,SE,8.05,0.0,0.0
2012,6,21,1,203.88528,21.001947,24.0,1004.0,SE,8.95,0.0,0.0
2011,7,26,6,80.0,22.0,25.0,1003.0,cv,1.79,0.0,0.0
2011,4,23,21,137.0,8.0,15.0,1005.0,SE,38.541245,0.0,0.0
2013,5,24,2,95.0,14.0,18.0,1008.0,cv,0.89,0.0,0.0
2013,3,16,10,31.009212,-11.0,5.0,1029.0,SE,5.81,0.0,0.0
2012,2,5,14,15.0,-23.0,0.0,1026.0,NW,110.896095,0.0,0.0
2010,8,24,0,54.0,18.0,25.0,1015.0,SE,11.17,0.0,0.0
2014,8,22,11,6.0,16.578888,26.0,1011.0,cv,1.79,0.0,0.0
2011,10,9,1,327.28717,12.0,14.0,1018.0,NW,1.79,0.0,0.0
2010,2,29,15,195.00786,0.0,5.0,1007.0,SE,5.81,0.0,0.0
2013,12,3,21,159.90698,-12.0,-7.0,1024.0,NW,10.28,0.0,0.0
2014,9,14,23,149.0,16.0,20.0,1013.70416,cv,1.78,0.0,0.0
2010,2,16,1,67.0,-18.0,-7.0,1030.2363,cv,0.45,0.0,0.0
2010,8,28,2,197.80013,18.0,21.0,1007.0,NW,0.89,0.0,0.0
2011,1,28,12,53.0,-13.0,-1.0,1035.0,SE,12.96,0.0,0.0
2013,4,30,11,43.0,5.0,11.0,1013.0,NW,29.95,0.0,6.0
2014,7,8,6,81.68219,19.0,23.0,1002.0,SE,0.89,0.0,0.0
2012,4,20,11,218.697,12.0,11.0,1018.0,SE,42.99376,0.0,0.0
2010,10,22,0,51.0,3.0,8.0,1027.0,NW,12.96,0.0,0.0
2014,4,14,6,121.0,5.978753,13.0,1015.0,cv,1.79,0.0,0.0
2013,1,11,5,22.0,-20.0,-12.0,1033.0,NW,15.65455,0.0,0.0
2013,5,27,3,84.0,17.0,18.0,1008.3252,NE,1.79,0.0,0.0
2011,8,8,3,58.0,22.0,23.0,999.0,cv,0.89,0.0,0.0
2013,6,25,12,43.0,21.0,21.0,1001.0,SE,3.58,0.0,2.0
2011,3,29,7,100.0,-3.0,4.0,1027.0,cv,0.89,0.0,0.0
2012,5,22,23,74.0,13.0,24.0,1008.0,SE,61.31064,0.0,0.0
2012,4,3,3,69.0,0.0,6.0,1015.0,cv,0.89,0.0,0.0
2012,2,5,17,11.0,-22.0,0.0,1025.0,NW,130.59659,0.0,0.0
2012,6,5,1,90.434746,18.0,19.0,1009.0,NW,3.5762122,0.0,0.0
2012,8,26,14,171.98055,19.0,29.0,1010.0,SE,19.673956,0.0,0.0
2010,5,27,19,127.0,16.0,22.0,1005.0,SE,27.276367,0.0,1.0179461
2013,2,21,21,187.0,-8.0,1.0,1024.0,SE,3.58,0.0,0.0
2013,4,26,6,13.0,-9.0,11.0,1014.0,NW,47.492252,0.0,0.0
2013,7,15,14,100.0,22.0,30.0,1005.0,SE,3.58,0.0,0.0
2011,2,18,14,27.0,-15.0,7.0,1026.0,SE,6.26,0.0,0.0
2011,4,4,8,132.0,-2.0,8.0,1021.0,SE,1.78,0.0,0.0
2013,7,16,0,262.08472,24.0,26.0,1004.0,cv,0.89,0.0,0.0
2013,8,28,3,71.0,14.0,17.0,1003.0,NW,3.12,0.0,0.0
2010,4,22,17,50.0,-5.0,17.0,1017.0,SE,8.05,0.0,0.0
2011,3,29,14,77.0,-6.0,19.0,1019.3551,SE,12.07,0.0,0.0
2012,5,16,18,28.0,11.0,18.0,1007.0,NW,48.131813,0.0,8.78492
2014,2,15,9,205.0,-11.0,-5.0,1028.0,cv,1.79,0.0,0.0
2012,11,29,13,38.0,-16.0,2.0,1023.0,NW,4.02,0.0,0.0
2012,11,1,19,29.0,0.0,8.0,1019.0,NW,18.984005,0.0,0.0
2013,10,19,5,38.0,2.0,12.0,1024.0,NE,10.73,0.0,0.0
2011,3,3,7,6.5678573,-15.0,-0.54461163,1028.0,NW,125.63205,0.0,0.0
2011,7,7,1,118.0,24.0,26.0,1002.0,SE,58.16257,0.0,0.0
2011,12,13,17,20.0,-15.0,3.0,1029.0,NW,54.441055,0.0,0.0
2011,2,25,10,95.9507,-6.0,8.0,1027.0,SE,53.92793,0.0,0.0
2013,3,17,20,111.0,-3.0,6.0,1010.0,NW,14.30163,0.0,0.0
2012,7,17,2,31.0,20.0,24.0,997.0,cv,0.89,0.0,0.0
2014,2,17,20,13.0,-22.0,-3.0,1034.0,NW,124.13663,0.0,0.0
2011,8,11,15,12.0,14.0,34.0,1005.0,cv,6.252968,0.0,0.0
2010,6,19,8,103.0,20.0,23.0,1008.0,NW,4.92,0.0,4.0
2012,9,28,10,90.0,17.0,23.0,1018.0,SE,3.58,0.0,0.0
2011,6,18,13,89.0,19.0,31.0,1004.97955,cv,1.78,0.0,0.0
2012,3,24,13,41.0,-11.027675,18.0,1018.0,SE,6.71,0.0,0.0
2013,6,24,23,74.0,18.0,25.0,1004.0,SE,25.48372,0.0,0.0
2012,3,16,13,29.0,-16.0,11.0,1024.0,SE,1.79,0.0,0.0
2013,11,3,11,8.0,-13.0,14.0,1026.0,NW,83.10658,0.0,0.0
2013,4,8,20,75.0,-2.0,15.0,1002.0,SE,90.308754,0.0,0.0
2014,3,28,2,151.0,6.0,12.0,1008.0,NW,8.05,0.0,0.0
2013,2,2,17,70.0,-10.0,0.0,1027.0,SE,26.37003,0.0,0.0
2013,4,12,18,27.0,-8.0,20.0,1011.0,NE,10.732971,0.0,0.0
2012,9,20,5,163.0,15.0,15.174871,1014.0,cv,0.89,0.0,0.0
2014,5,12,17,18.0,-2.0,23.0,1006.0,NW,215.99072,0.0,0.0
2011,12,1,3,331.3282,-6.0,-5.0,1031.0,NW,0.89,0.0,0.0
2014,1,8,15,27.0,-25.89221,2.0,1031.0,NW,19.213987,0.0,0.0
2014,6,24,17,70.0,17.0,31.0,1003.0,SE,27.72,0.0,0.0
2013,3,25,2,21.0,-9.0,-1.0,1027.0,NW,4.92,0.0,0.0
2013,7,19,1,137.0,22.0,24.0,1002.0,NW,4.02,0.0,0.0
2011,9,27,16,97.0,6.0,25.0,1015.0,SE,13.856654,0.0,0.0
2010,12,13,10,65.0,-11.0,6.0,1022.0,NW,34.798714,0.0,0.0
2013,1,11,1,145.72522,-15.0,-11.0,1033.0,cv,0.89,0.0,0.0
2011,2,25,19,83.0,-11.0,1.0,1030.0,SE,13.86,0.0,0.0
2012,4,4,1,89.0,-7.0,9.0,1016.0,SE,57.453712,0.0,0.0
2011,7,21,10,68.0,23.0,23.0,1001.0,NW,3.13,0.0,0.0
2014,10,11,11,266.6718,14.0,16.0,1018.0,SE,1.79,0.0,0.0
2014,2,19,21,117.0,-16.0,-4.0,1030.0,SE,1.79,0.0,0.0
2010,1,29,5,108.30711,-5.0,-3.0,1027.0,NW,29.95,1.0072267,0.0
2014,3,10,11,217.88995,-3.0,8.0,1022.0,SE,4.02,0.0,0.0
2011,6,14,4,111.72557,16.0,21.0,1003.0,NE,3.13,0.0,1.0
2010,3,24,6,31.0,-16.0,5.0,1022.0,NE,3.58,0.0,0.0
2010,6,23,12,68.0,12.0,31.0,1008.0,SE,3.13,0.0,0.0
2012,7,2,14,12.018006,18.0,32.0,997.0,NW,16.09,0.0,0.0
2011,11,9,20,36.0,-3.0,7.0,1028.0,cv,0.89,0.0,0.0
2011,5,31,17,146.0,16.0,28.0,999.0,SE,16.54,0.0,0.0
2011,4,12,4,70.0,-6.0,6.0,1019.8779,cv,1.78,0.0,0.0
2010,11,17,14,35.0,-9.0,14.0,1021.0,SE,5.37,0.0,0.0
2011,11,7,16,24.0,-4.0,7.0,1027.0,SE,0.89,0.0,0.0
2011,7,27,4,57.0,23.0,24.0,1003.0,NE,1.78,0.0,0.0
2011,10,24,17,6.0505958,-2.0,18.0,1011.438,NW,38.442066,0.0,0.0
2013,2,2,20,112.68748,-10.341183,0.0,1025.0,SE,33.528576,0.0,0.0
2013,4,26,2,83.0,0.0,9.0,1010.0,NE,1.78,0.0,0.0
2011,10,27,11,20.48723,-5.0,14.0,1027.0,NW,10.282413,0.0,0.0
2014,7,24,8,38.0,19.527744,26.0,1006.0,SE,2.68,0.0,0.0
2011,3,29,16,96.0,-10.0,19.0,1022.0,NW,3.58,0.0,0.0
2013,4,2,11,42.0,-12.0,8.0,1024.0,NW,39.78252,0.0,0.0
2010,4,21,7,28.0,2.0,12.341751,1021.0,NW,4.02,0.0,0.0
2013,7,5,9,24.0,17.0,29.0,999.9093,NW,1.79,0.0,0.0
2013,7,9,15,26.0,22.0,24.0,1004.0,NW,6.26,0.0,12.567323
2014,12,3,21,106.0,-14.0,-4.520427,1023.0,NE,0.89,0.0,0.0
2012,11,28,19,22.0,-12.0,1.0,1023.0,NW,193.40097,0.0,0.0
2010,4,9,22,71.25748,-2.0,8.0,1014.0,SE,38.89157,0.0,0.0
2010,1,8,20,97.0,-15.0,-11.0,1028.0,cv,0.89,0.0,0.0
2010,3,3,5,61.0,-10.0,-2.0,1024.0,NE,0.89,0.0,0.0
2012,12,18,0,140.0,-10.0,-5.0,1032.0,cv,1.78,0.0,0.0
2011,5,3,22,125.0,11.0,19.0,1007.0,cv,0.89,0.0,0.0
2012,11,12,17,10.0,-15.0,5.0,1020.0,NW,149.39328,0.0,0.0
2013,8,9,22,197.11615,26.066988,28.0,999.0,SE,1.79,0.0,0.0
2013,9,24,16,125.0,13.0,23.0,1011.0,SE,33.089752,0.0,0.0
2012,1,8,7,14.0,-19.842722,-8.0,1036.0,NE,11.18,0.0,0.0
2013,3,22,16,178.0,-7.0,17.0,1007.0,SE,19.229782,0.0,0.0
2013,5,23,13,68.40266,11.0,28.34936,1011.0,SE,17.23584,0.0,0.0
2010,3,6,9,16.0,-21.0,0.0,1032.0,NW,17.88,0.0,0.0
2012,4,30,13,60.0,-3.0,20.0,1014.0,SE,8.05,0.0,0.0
2013,12,26,8,24.0,-23.0,-4.0,1026.0,NW,63.673862,0.0,0.0
2013,12,29,2,201.39664,-13.0,-4.0,1032.0,SE,28.60853,0.0,0.0
2012,1,24,16,68.0,-17.0,-5.0,1028.0,SE,6.7031293,0.0,0.0
2014,8,6,20,22.0,17.0,30.0,1006.0,NE,1.79,0.0,0.0
2013,5,3,13,77.85616,3.0,24.0,1013.0,SE,3.58,0.0,0.0
2010,8,16,18,108.0,21.0,31.406645,1003.0,SE,12.96,0.0,0.0
2012,12,23,22,65.0,-14.0,-3.0,1025.0,SE,25.353407,0.0,0.0
2013,8,20,23,95.0,21.0,23.0,1009.0,NE,0.89,0.0,0.0
2013,6,29,19,88.0,18.0,24.0,1008.0,NE,1.79,0.0,0.0
2010,8,27,11,25.0,14.0,28.0,1013.0,SE,1.79,0.0,0.0
2012,4,16,17,225.34302,13.357292,17.0,1006.0,SE,4.02,0.0,0.0
2013,7,8,10,131.10437,23.0,26.0,1002.0,SE,3.58,0.0,0.0
2012,3,23,0,45.0,-5.1731176,7.0,1019.0,SE,61.78225,0.0,0.0
2011,10,12,20,382.5527,15.0,17.0,1016.0,SE,0.89,0.0,0.0
2012,12,22,23,78.0,-12.0,-3.0,1030.0,NE,5.3698397,0.0,0.0
2010,2,13,8,27.0,-19.0,-9.0,1032.0,NW,35.475655,0.0,0.0
2014,3,1,19,114.733475,-13.0,5.0,1022.0,SE,14.144619,0.0,0.0
2014,4,16,13,37.0,-5.0,23.0,1012.0,cv,4.92,0.0,0.0
2011,7,12,21,102.0,21.0,27.0,1007.0,SE,12.07,0.0,0.0
2011,8,4,20,28.0,19.0,29.0,1005.0,NE,3.13,0.0,0.0
2013,4,2,2,6.0,-14.0,7.0,1018.0,NE,4.47,0.0,0.0
2011,2,12,14,8.0,-18.0,-4.0,1030.0,NW,30.39281,0.0,0.0
2011,10,26,0,326.7471,14.0,16.0,1014.5946,NW,7.286929,0.0,2.4501362
2014,3,22,18,22.0,-13.0,16.0,1013.0,cv,0.89,0.0,0.0
2011,1,24,10,26.0,-22.0,-11.0,1038.0,NW,3.13,0.0,0.0
2013,11,26,21,391.76898,-4.0,3.0,1013.0,cv,0.89,0.0,0.0
2010,6,11,6,52.0,16.0,18.0,1013.0,cv,0.89,0.0,6.8837986
2013,4,12,11,136.22102,0.0,17.0,1014.0,cv,2.68,0.0,0.0
2011,12,20,5,37.0,-17.0,-7.0,1032.5327,NW,1.79,0.0,0.0
2011,10,15,18,24.0,3.0,16.0,1024.0,SE,8.5,0.0,0.0
2010,3,16,11,18.0,-16.0,9.0,1024.0,NW,41.03295,0.0,0.0
2012,8,30,10,263.72906,24.0,29.0,1010.0,cv,0.89,0.0,0.0
2014,6,14,7,116.0,18.0,24.0,1006.0,NE,1.79,0.0,0.0
2010,10,1,23,98.35992,11.0,12.0,1017.0,cv,1.78,0.0,0.0
2011,9,14,1,187.32385,19.0,21.0,1009.0,SE,6.7044954,0.0,0.0
2014,1,15,11,46.0,-19.0,1.0,1033.8702,NW,30.167957,0.0,0.0
2013,7,19,4,97.0,21.0,25.0,1002.0,SE,14.31,0.0,0.0
2010,4,20,13,67.00323,6.0,18.0,1018.0,NE,15.195488,0.0,0.0
2011,8,2,3,160.21484,23.0,23.0,1004.0,cv,2.68,0.0,0.0
2010,8,28,23,23.0,15.0,23.0,1012.0,NE,1.79,0.0,0.0
2010,10,6,0,333.78156,14.0,17.0,1015.0,cv,1.78,0.0,0.0
2011,3,28,0,40.0,-4.0,5.0,1028.0,SE,31.812374,0.0,0.0
2010,12,26,1,166.0,-10.775674,-2.0,1014.0,SE,12.96,0.0,0.0
2013,4,25,13,7.0,-12.0,22.0,1014.0,NW,142.61703,0.0,0.0
2012,2,12,12,30.0,-20.0,2.0,1032.0,NW,4.02,0.0,0.0
2013,6,21,19,52.0,15.0,27.0,1009.0,SE,1.79,0.0,0.0
2011,6,16,19,87.54259,19.0,28.0,999.0,SE,24.14,0.0,0.0
2010,7,2,4,103.0,20.0,22.0,1001.0,cv,0.89,0.0,16.042643
2010,11,4,1,84.0,-5.0,-3.0,1021.0,cv,0.45,0.0,0.0
2014,9,19,16,37.0,13.0,26.0,1012.0,NW,20.12,0.0,0.0
2011,11,28,23,321.1178,-4.0,5.0,1025.0,NE,4.92,0.0,0.0
2011,1,9,21,105.0,-13.0,-5.0,1029.0,cv,2.23,0.0,0.0
2010,11,27,8,35.0,-22.0,2.0,1021.0,NW,50.10636,0.0,0.0
2010,7,24,4,55.0,20.0,23.0,1006.0,NW,10.29,0.0,0.0
2011,3,4,21,32.0,-16.0,5.0,1023.0,NE,3.58,0.0,0.0
2011,6,23,18,59.0,19.0,25.0,1002.0,SE,9.39,0.0,0.0
2013,10,14,14,12.0,-4.0,19.0,1025.0,NE,1.79,0.0,0.0
2010,12,13,20,65.0,-18.0,-1.0,1019.0,SE,54.686954,0.0,0.0
2013,2,26,19,248.06609,-7.399245,-3.0,1021.0,SE,23.685562,0.0,0.0
2014,4,11,18,87.0,1.0,15.0,1017.0,cv,1.78,0.0,0.0
2013,3,7,20,231.2873,-6.0,-1.0,1020.0,cv,0.45,0.0,0.0
2011,9,28,0,76.39959,15.0,16.0,1019.0,SE,18.865423,0.0,0.0
2012,1,26,10,151.0,-13.0,-6.0,1029.0,NE,1.79,0.0,0.0
2011,3,6,5,10.0,-13.0,4.0,1023.0,NW,14.75,0.0,0.0
2013,4,28,21,37.0,3.2899961,12.0,1009.0,SE,0.89,0.0,0.0
2010,1,8,7,15.386099,-24.0,-11.0,1044.2035,NW,13.86,0.0,0.0
2011,1,26,7,18.0,-20.0,-7.794656,1038.4293,NW,39.78993,0.0,0.0
2010,1,7,18,72.087685,-14.583709,-6.0,1033.0198,cv,1.79,0.0,0.0
2013,9,28,13,76.148415,5.0,22.0,1013.0,NW,17.09687,0.0,0.0
2010,3,18,7,66.0,-4.0,-1.0,1023.53973,SE,29.501587,0.0,0.0
2012,5,21,13,120.00373,8.0,28.0,1007.0,SE,1.79,0.0,0.0
2014,1,4,22,248.03131,-9.0,-3.0,1023.0,NE,0.89,0.0,0.0
2014,9,17,15,22.0,10.0,27.0,1014.0,SE,8.05,0.0,0.0
2012,3,10,8,184.05057,1.0,3.0,1016.0,cv,0.89,0.0,0.0
2010,3,14,22,33.0,-10.0,1.0,1032.0,NW,23.24401,0.0,0.0
2014,2,12,0,14.0,-12.0,-1.0,1032.0,SE,16.09,0.0,0.0
2012,9,31,9,10.0,12.0,18.0,1020.0,SE,0.89,0.0,0.0
2012,5,18,20,119.0,14.0,27.0,1006.0,SE,12.97,0.0,0.0
2014,12,19,16,160.47044,-10.0,1.0,1024.0,cv,0.89,0.0,0.0
2014,1,31,20,18.0,-20.0,3.0,1025.0,NW,81.42461,0.0,0.0
2012,7,16,15,55.0,18.0,33.0,1007.29706,SE,11.17,0.0,0.0
2013,2,14,18,63.0,-14.0,1.0,1025.0,SE,19.935295,0.0,0.0
2014,4,25,6,135.34953,9.0,17.0,1018.0,SE,65.03613,0.0,0.0
2013,5,30,11,15.0,-5.0,27.0,1007.0,NW,40.74566,0.0,0.0
2010,11,26,3,150.0,-6.256656,-2.0,1019.0,NW,82.09587,0.0,0.0
2014,11,9,13,116.0,-1.0,17.0,1021.0,SE,3.58,0.0,0.0
2012,8,16,5,72.0,17.0,14.0,1013.0,cv,2.68,0.0,0.0
2011,4,3,19,63.0,-8.0,18.0,1011.0,SE,51.328915,0.0,0.0
2013,8,25,14,71.0,16.0,31.0,1005.0,SE,25.096876,0.0,0.0
2012,3,10,7,58.926495,-8.0,2.0,1025.0,cv,1.79,0.0,0.0
2011,8,2,6,151.0,24.0,25.0,1003.0,cv,0.89,0.0,4.0
2014,8,29,0,68.0,17.0,25.0,1006.0,SE,27.143972,0.0,0.0
2014,8,22,0,121.0,19.0,21.0,1011.0,NW,6.26,0.0,0.0
2010,8,1,3,53.0,19.0,23.0,1007.0,NW,6.26,0.0,0.0
2011,9,24,20,55.34255,2.0,18.0,1020.1356,NW,33.580856,0.0,0.0
2011,7,7,12,99.0,24.0,29.0,1004.0,cv,0.89,0.0,0.0
2014,12,28,6,67.0,-15.0,-5.0,1019.0,NW,3.58,0.0,0.0
2010,10,29,8,59.0,3.0,7.0,1029.0,NW,11.18,0.0,0.0
2013,8,10,2,48.0,19.0,22.0,1002.0,NW,0.89,0.0,0.0
2012,1,7,9,86.0,-5.0,-5.0,1039.0,NE,1.79,6.4056845,0.0
2014,4,4,19,93.99934,-7.0,14.0,1016.0,SE,32.622562,0.0,0.0
2011,9,6,9,27.0,12.0,18.0,1020.0,NW,28.119146,0.0,4.0
2014,8,12,0,35.0,15.0,21.0,1005.0,cv,1.78,0.0,0.0
2012,7,2,21,10.0,16.0,27.0,998.0,NW,8.94,0.0,0.0
2013,8,24,3,64.09609,20.0,23.0,1003.0,NW,0.89,0.0,0.0
2011,10,15,23,131.0,6.0,8.0,1026.0,NW,3.13,0.0,0.0
2011,1,29,18,23.0,-19.0,-6.0,1037.0,cv,0.89,0.0,0.0
2011,4,23,4,45.0,6.0,9.706167,1013.0,NW,20.564121,0.0,0.0
2014,9,21,6,82.0,15.0,17.0,1016.0,NE,1.78,0.0,0.0
2013,2,5,3,220.92783,-9.0,-5.0,1024.0,cv,0.89,0.0,0.0
2012,12,21,22,28.0,-16.0,-7.0,1036.0,NW,60.7155,0.0,0.0
2013,9,21,19,36.0,10.0,20.0,1016.0,NW,45.538586,0.0,0.0
2011,11,28,11,240.76007,-2.0,7.0,1023.0,NW,9.84,0.0,0.0
2011,8,5,2,112.0,21.6069,21.0,1006.0,SE,1.79,0.0,0.0
2012,1,4,22,305.81326,-11.943345,-6.0,1027.0,NE,1.78,0.0,0.0
2013,8,15,13,88.0,24.0,30.0,1002.0,SE,28.142862,0.0,0.0
2013,1,7,23,22.0,-20.0,-1.0,1022.0,NW,3.13,0.0,0.0
2011,2,10,22,144.0,-8.0,-4.0,1029.0,NE,1.79,0.0,0.0
2014,11,19,6,173.58162,-1.0,2.0,1023.0,cv,1.78,0.0,0.0
2013,12,28,10,20.0,-16.203598,2.0,1024.2391,NE,4.92,0.0,0.0
2010,12,26,0,135.0,-8.0,-1.0,1024.0,cv,1.78,0.0,0.0
2012,9,21,8,43.0,9.0,16.0,1017.0,cv,1.78,0.0,0.0
2011,9,13,8,215.42372,14.0,18.0,1014.0,NE,3.13,0.0,0.0
2014,3,4,22,29.0,-23.0,0.0,1026.0,NW,1.79,0.0,0.0
2010,7,28,11,78.85369,19.0,30.0,1003.0,NW,65.08633,0.0,0.0
2010,6,26,0,174.0,19.0,24.0,1004.0,SE,41.786533,0.0,0.0
2013,8,4,1,72.64469,20.0,24.0,1001.0,cv,0.89,0.0,0.0
2011,5,19,1,7.0,-1.6070383,20.0,1011.0,NW,100.155685,0.0,0.0
2011,4,14,10,15.0,-5.0,21.0,1013.0,NE,10.643391,0.0,0.0
2012,3,9,5,110.0,-8.867331,-5.0,1027.0,NW,0.89,0.0,0.0
2010,11,3,13,27.0,-2.0,16.0,1021.0,NW,54.211784,0.0,0.0
2011,9,17,4,125.0,19.0,20.0,1013.0,cv,0.89,0.0,0.0
2014,2,12,11,124.0,-10.0,1.0,1032.0,NW,25.93,0.0,0.0
2014,11,11,3,92.0,-0.78623426,4.0,1014.0,NW,11.17,0.0,0.0
2014,8,23,9,95.0,19.0,27.0,1007.0,cv,4.92,0.0,0.0
2010,3,27,6,304.16162,-0.4254867,5.0,1009.0,NW,16.09,0.0,0.0
2013,2,21,22,84.0,-8.0,-2.0,1022.0,NW,8.321069,0.0,0.0
2010,10,28,10,200.94624,5.0,10.0,1026.0,SE,8.5,0.0,0.0
2012,8,19,4,99.0,16.888527,19.0,1009.0,cv,0.89,0.0,0.0
2012,3,19,9,20.0,-21.0,-3.0,1032.0,NW,38.8964,0.0,0.0
2011,12,20,22,194.98738,-11.0,-5.0,1029.0,cv,2.68,0.0,0.0
2011,10,7,0,315.00082,12.0,14.0,1018.0,SE,1.78,0.0,0.0
2010,3,19,18,180.0,0.0,8.0,1002.0,cv,3.58,0.0,0.0
2014,8,21,10,8.377735,11.0,29.0,1009.0,NE,7.15,0.0,0.0
2011,8,5,16,146.0,23.0,29.0,1004.0,SE,27.584333,0.0,0.0
2011,6,9,7,57.0,21.075735,23.0,1004.0,cv,0.89,0.0,0.0
2013,4,13,23,12.0,-18.0,7.0,1021.0,NW,174.53099,0.0,0.0
2010,4,15,18,106.0,-1.0,6.0,1020.0,SE,120.54481,0.0,0.0
2014,5,6,0,71.98151,13.0,18.0,1007.0,SE,23.694778,0.0,2.1378357
2013,6,12,16,60.0,13.345701,21.0,1007.0,NE,1.79,0.0,0.0
2011,7,5,1,115.0,21.0,23.0,1002.0,NE,1.79,0.0,0.0
2013,4,15,2,67.0,-1.0,7.0,1010.0,SE,60.34932,0.0,0.0
2011,2,13,6,134.0,-10.0,-8.0,1027.0,NE,0.89,0.0,0.0
2012,3,9,4,60.0,-10.0,-5.0,1027.0,NW,0.89,0.0,0.0
2012,2,3,2,82.0,-22.0,-15.972089,1029.0,NW,1.79,0.0,0.0
2014,3,13,19,38.0,-21.0,6.0,1023.0,SE,4.02,0.0,0.0
2011,2,3,13,132.0,-15.0,2.0,1020.0,cv,1.78,0.0,0.0
2011,1,7,7,17.0,-18.80656,-9.0,1034.0,NW,11.18,0.0,0.0
2012,9,30,3,69.0,14.0,15.0,1012.0,SE,0.89,0.0,0.0
2013,7,11,23,45.0,20.0,23.0,1006.0,NW,4.02,0.0,0.0
2012,9,10,1,5.5594306,5.0,21.0,1012.0,NW,57.591194,0.0,0.0
2011,6,12,4,52.320415,12.0,20.0,1005.0,NW,0.89,0.0,0.0
2011,6,31,15,144.0,19.0,27.0,1005.0,NE,0.89,0.0,0.0
2011,9,13,9,132.05478,19.0,21.0,1013.0,NE,1.79,0.0,0.0
2012,11,21,3,309.36874,-3.0,-1.0,1019.0,NE,0.89,0.0,0.0
2010,3,2,9,185.68047,-1.0,1.0,1018.0,SE,33.529995,0.0,0.0
2014,9,10,20,49.0,15.0,22.0,1013.34985,SE,19.453093,0.0,0.0
2013,3,17,9,261.40002,-1.0,5.0,1017.0,NW,16.09,0.0,0.0
2013,12,18,9,210.67113,-10.0,4.0,1023.0,NW,1.79,0.0,0.0
2014,4,2,3,132.0,4.0,12.0,1009.0,SE,1.79,0.0,0.0
2013,5,3,17,29.0,-1.0,23.0,1012.0,NW,54.24777,0.0,0.0
2012,4,4,6,154.0,-1.4901799,11.0,1009.0,SE,4.02,0.0,0.0
2010,8,18,14,192.75542,22.0,28.0,1010.0,SE,10.643917,0.0,0.0
2012,2,3,23,117.8853,-20.0,-9.0,1026.0,SE,0.89,0.0,0.0
2013,8,15,21,100.84971,23.0,28.0,1003.0,SE,6.26,0.0,0.0
2010,3,3,3,70.0,-12.0,0.0,1026.0,SE,12.96,0.0,0.0
2011,2,5,19,114.0,-7.0,-3.0,1015.0,cv,0.89,0.0,0.0
