Length,Width,Size,Conc,Conc1,Asym,M3Long,M3Trans,Alpha,Dist,class
34.756943,9.719108,2.8700159,0.48144895,0.0011878833,-276.04886,24.778326,8.868472,37.487026,152.9859,h
89.469124,17.311186,3.354329,0.35716602,0.07704451,51.453392,18.406776,27.322954,86.87953,166.93973,h
25.470415,23.834517,3.1080651,0.23398727,0.2795529,80.35392,220.48677,-11.043819,25.740776,255.23962,h
20.646847,14.956661,2.2797458,0.4249898,0.024102017,-118.93075,65.89366,-16.362122,80.299446,326.7856,g
45.3235,12.900237,3.0704286,0.23435533,0.06700311,-2.01758,62.484623,-11.616293,8.845347,139.67055,h
22.923021,39.03417,2.7056684,0.38403815,0.25355488,-81.5501,-50.708977,-6.5470223,2.000261,170.16487,g
19.743961,11.46292,2.516983,0.1807092,0.35915628,-42.551994,-24.699215,118.62911,83.352684,252.28871,h
22.967781,15.076764,2.509244,0.5109242,0.13016959,-10.581671,18.113836,33.54685,1.3767741,160.16615,g
55.048367,17.211246,3.1168492,0.20686741,0.08582093,53.395252,126.76605,-197.77162,14.395221,89.32866,g
27.344835,4.9926224,2.5744975,0.51617116,0.29188263,65.77454,59.932903,-14.010473,38.35224,167.15631,h
47.96357,20.158825,2.8173325,0.092282265,0.10481648,33.40579,192.52812,20.4012,56.335762,120.16422,h
36.272305,25.061588,2.858955,0.58781993,0.08046517,3.0107763,65.42227,28.560867,9.761998,240.56581,g
37.021233,20.571722,2.5097437,0.29452643,0.06619201,-104.72652,47.337536,-3.8416975,28.701525,77.13118,h
43.85503,12.537734,2.3332567,0.32913676,0.35137093,-56.40715,31.145811,-3.3622978,63.986977,29.958784,h
24.447441,11.018871,2.3564897,0.41582644,0.3064905,-23.412878,-80.66944,22.516933,17.34764,185.91234,h
21.138638,18.45739,2.6575863,0.1578799,0.10314665,-15.400223,-90.532005,-11.497706,31.121422,165.73512,h
32.97421,6.855479,2.3674545,0.24128516,0.117190495,-43.58723,-12.629249,-57.454338,73.66723,131.91277,h
19.691195,18.5946,2.3998232,0.46970966,0.17926422,53.320942,21.898666,11.057948,16.38373,188.82997,h
37.211872,33.396717,3.0669968,0.14026165,0.11612927,-4.607506,-11.557312,18.6392,3.3129852,222.8179,h
36.25949,19.099268,2.6144142,0.38354376,0.18049316,38.55185,87.13356,9.318361,10.965304,179.7603,h
26.894234,11.337288,2.7475996,0.3685411,0.11528439,-2.9875512,1.8975087,17.665483,9.426507,162.27632,h
80.16455,30.310978,2.4696705,0.19079225,0.32507098,0.024989592,-38.78992,33.111984,10.392554,248.03806,h
17.491835,11.012693,2.4047182,0.2938631,0.26122627,72.03584,10.987776,-61.459915,3.3836508,146.03285,g
18.829716,21.864801,2.0982041,0.13011171,0.09887482,0.6335128,13.610536,14.025443,0.82769823,171.87213,g
162.98466,18.903543,2.599615,0.25369933,0.18790524,-19.475142,19.508837,59.732647,3.4865906,173.71275,g
26.535513,9.971185,2.3292012,0.75485927,0.3186259,54.28207,14.461331,-22.867687,9.161367,236.21092,g
33.084156,10.863994,2.3343954,0.79196084,0.14749181,-0.50814795,-61.23671,10.638289,25.693571,283.452,h
49.42641,32.124374,3.0571995,0.22904864,0.084578544,-10.279211,41.57335,16.518572,29.643229,206.5532,h
45.586407,12.551637,2.484307,0.26085702,0.14205235,-291.4976,-23.260006,-6.217403,18.62838,222.62312,h
87.73821,21.4343,2.5537493,0.19066161,0.09947476,18.426445,16.733973,20.224054,43.364143,216.8354,h
36.035954,10.506626,3.015369,0.5065071,0.29204765,13.638471,119.28581,-6.116268,37.86225,139.75755,h
24.684187,14.443854,2.5907516,0.20619975,0.22680789,20.472466,-31.869835,-8.431498,13.051012,223.8788,h
149.53033,19.960295,2.6284187,0.19997211,0.06608484,39.54393,6.0986567,8.183246,24.744255,292.62054,g
33.480053,15.082142,2.6037185,0.16768953,0.3579901,-205.11942,-29.748297,14.173736,31.822319,94.19833,h
23.378418,11.69481,2.706196,0.5272409,0.13999316,-26.652876,-30.196842,-60.39311,74.034355,41.96976,g
68.13709,19.451021,2.6470947,0.3839851,0.034629393,-8.779579,8.640046,4.3052955,10.87894,129.67285,h
69.69197,20.705742,3.0244896,0.2945217,0.10316427,-21.759184,108.129395,24.0425,3.9133344,175.35031,g
24.139784,13.854764,2.3991492,0.30141532,0.1128098,-2.921425,17.983019,-25.470606,5.6573977,105.302,g
22.526983,14.622042,2.2972581,0.15370828,0.123682,-24.462072,30.225523,13.333334,2.5932944,185.33458,h
85.69783,15.673339,2.1954787,0.48624602,0.5342626,-137.64456,145.14203,27.739702,5.440279,63.42395,h
56.655876,70.73617,2.7637968,0.38645765,0.12059931,31.138346,52.29448,27.981794,12.790048,127.16781,g
22.676971,9.9004345,2.8048275,0.21104154,0.099688694,542.26385,71.474045,-4.272627,0.82480294,160.19766,g
7.9281077,7.04502,2.3299222,0.67864066,0.24754433,11.864168,10.2261305,-205.886,15.553246,155.48228,g
65.12938,13.289479,3.5702355,0.17097422,0.18302381,-228.5268,51.25776,58.491932,2.0010471,109.954185,g
24.938375,23.284616,2.9950428,0.21910353,0.2868005,-68.10367,238.321,-12.188623,53.22951,252.58232,h
23.68327,6.352805,2.3748188,0.17526218,0.2992393,26.314152,14.597172,-193.78975,4.2112255,195.10092,g
65.25826,48.48114,3.0762002,0.10104897,0.04250237,37.95878,-23.990423,7.0611835,6.713248,133.3691,h
25.083633,10.782824,2.1962512,0.6999795,0.13653553,4.7887373,-3.3320065,-6.2098346,23.523611,62.939972,g
18.744835,11.916672,2.244752,0.48200092,0.2853794,553.28156,5.517153,-8.465968,27.852161,102.78709,g
32.932487,16.224962,2.5997913,0.307396,0.16270672,-446.91684,15.820674,21.502312,7.5944285,45.765896,g
24.269909,8.6243105,2.3148522,0.2862997,0.3451783,-10.05988,-50.60274,-14.272429,7.4867215,206.12007,h
86.45065,30.876637,2.3308017,0.50952756,0.296084,-44.60307,6.235049,5.0886893,5.7129455,197.46548,h
17.337206,14.502002,2.4752254,0.46274385,0.36960047,-231.89604,-40.419464,-4.7750797,5.654555,70.66049,h
73.64031,34.754124,3.412113,0.24187638,0.09145034,-10.71556,6.643823,-6.039689,48.91169,88.97166,h
36.027504,17.620665,2.3286314,0.4609513,0.20223041,16.961185,-10.249861,11.286683,89.98144,232.13115,h
30.448818,6.7913427,3.0360746,0.26440492,0.29914907,-2.9016073,12.100338,26.944902,2.2328374,275.9502,g
67.87144,23.875923,2.6026855,0.336752,0.11758457,572.80414,-26.111635,77.61104,33.41556,144.27295,h
40.770447,23.915064,2.8003638,0.12688148,0.3949623,37.887753,137.63858,14.116657,15.643231,289.70825,g
25.621336,14.553987,3.088904,0.44965878,0.34374282,-276.88385,-50.08869,42.820004,11.205156,183.44678,h
39.488506,22.814724,2.5210419,0.23475748,0.105915666,-27.25733,-15.292044,-23.804333,86.33633,315.98856,h
20.800253,34.18395,2.9339662,0.37399215,0.29830122,-451.5014,-16.594625,-19.697992,61.640778,146.15694,h
84.08322,21.879608,2.9403944,0.19404374,0.12192208,1.2428716,-23.939903,8.64728,2.142019,350.63303,g
20.951742,20.234938,2.6251848,0.198921,0.34949216,26.186918,23.879492,6.153556,0.21660183,332.0418,g
40.845917,20.21763,2.9384117,0.37774736,0.34354866,68.6686,-160.7712,-21.012012,86.133736,192.93437,h
47.604946,16.599672,2.9917529,0.48620686,0.15567727,-7.2315073,44.66782,-4.8781533,0.13849235,263.60455,g
38.56005,1.7493908,2.8183465,0.72112346,0.20584476,6.4121943,-6.27127,-99.54145,3.1330667,266.02026,h
41.947033,33.756844,3.0240414,0.43398264,0.21136083,-110.410484,-239.77585,-8.595342,89.831604,260.37585,h
21.814869,14.498204,2.5388582,0.5095875,0.103308156,-35.44039,71.11388,7.27256,3.2659225,161.28572,g
41.856064,32.690548,3.1059206,0.23760888,0.1590228,23.989824,15.861532,-54.9715,8.318229,254.9248,g
19.437666,10.899391,2.292302,0.40672588,0.15208243,12.718589,26.928625,27.917362,27.211206,195.02107,g
57.9847,10.499627,2.4072635,0.2250724,0.27561304,29.683493,41.927647,-3.970825,66.65687,201.46104,h
30.944578,23.100328,2.9977117,0.14578578,0.13599868,-104.403,-171.12762,-7.704953,25.470589,141.30074,h
18.974558,26.675144,2.6247308,0.11620766,0.27543557,22.487127,14.766065,-5.5116158,1.5339246,64.02001,g
39.219418,22.433296,2.5244057,0.18774174,0.15084796,70.091515,58.028378,-18.951008,75.10576,200.63539,h
39.425884,10.414453,2.3833756,0.34198323,0.23466195,5.794446,-33.526695,15.586895,18.058567,172.89717,g
44.412357,24.323334,2.3058805,0.77653086,0.29426995,22.206463,-3.6775467,-5.817803,1.3074393,144.50461,g
20.097097,27.887308,2.9163942,0.2779888,0.33095416,-48.14658,17.923279,58.58766,58.940853,66.99667,g
32.503273,56.690685,2.5567017,0.5697558,0.41973302,25.78923,9.134147,10.194136,21.590656,185.77777,h
27.516394,11.6344385,2.7696068,0.3269008,0.166082,90.44156,36.290886,19.22374,3.968151,87.59363,h
42.256775,11.674312,2.547622,0.14069112,0.09795514,-2.3410769,-12.540972,-7.7078056,1.907622,151.99706,h
64.65184,24.67779,2.8221657,0.48749578,0.35389882,56.160927,27.38859,11.818535,5.287742,351.95062,g
32.68984,48.367645,2.9575007,0.6400281,0.08449732,-2.2174115,22.600441,31.346214,78.70799,52.636642,h
21.981693,4.8952084,2.8539119,0.5832867,0.30656052,-11.965658,-151.34561,-9.777387,12.321442,121.751144,h
22.866842,15.321544,3.1436236,0.293709,0.30500695,-398.78223,11.132853,-6.43787,5.74683,165.57146,g
19.519003,19.562904,2.479691,0.27691072,0.17084147,-85.14574,-20.172358,-87.31168,43.395733,139.73492,g
32.375465,35.244305,3.0993855,0.2246005,0.1519074,-15.135055,61.76608,5.473203,15.276633,165.22023,h
76.705605,13.008269,2.6562498,0.20638138,0.31237915,-61.376743,-15.393624,-8.969094,16.152094,226.38356,h
32.56523,18.683868,2.2532718,0.22202261,0.17875494,36.508163,238.18481,-1.8334438,25.629875,278.31287,g
50.09751,21.700142,4.065701,0.252083,0.11173545,-6.2958994,50.686527,-26.060787,22.280994,202.02414,h
17.676374,23.110233,2.9292877,0.4570647,0.15886696,7.6985416,-119.5264,7.1436734,36.67669,162.87479,h
45.249016,25.166445,2.5364764,0.66795254,0.0898956,15.619125,-15.879311,-37.725693,25.493404,188.25159,h
23.312782,15.658878,2.212569,0.6421342,0.16768827,5.845867,-19.143013,20.177443,5.3731694,147.36618,h
13.019473,20.531929,2.3380408,0.5310841,0.24212895,0.073844016,161.55682,11.539881,5.305253,32.83749,g
19.148237,14.450957,2.5592935,0.39423636,0.23690557,-119.86154,-25.743393,-5.243997,89.0499,24.029388,h
33.57991,25.33446,2.0486436,0.51862395,0.31597778,-63.70219,99.10303,52.38601,38.784687,229.29599,h
45.388348,37.257,3.5746858,0.22097786,0.08760444,-19.80498,125.06014,7.9279337,4.4340706,151.61821,h
67.7508,30.80838,2.3015912,0.18403499,0.0506859,-26.818079,-13.907851,-5.728123,12.1038685,187.49637,h
49.705383,3.9143245,2.7826731,0.14626181,0.15808244,-16.005304,55.34919,9.793274,12.997665,76.74643,h
76.047134,15.928386,2.8527727,0.31194198,0.28084117,-234.46364,-4.809264,11.43701,38.22824,231.88618,g
72.17782,14.203214,2.6886063,0.25797924,0.15130654,-36.670788,51.678246,-2.6933258,9.598063,201.96986,h
37.831497,20.549135,2.6694076,0.37611526,0.30153775,18.06986,-75.11063,8.598741,19.429186,157.4075,g
99.58413,20.361973,3.4630194,0.21096957,0.08943629,8.803723,26.887732,-6.6424985,3.6442351,262.75565,h
79.49831,0.0,2.8599038,0.2432355,0.12688033,104.18323,22.572578,12.300662,88.637726,114.748276,h
29.990479,12.570862,2.5014372,0.61628544,0.4331012,-7.751284,-108.27347,17.489922,3.9219947,187.67542,g
21.55161,5.984491,2.4217527,0.63239485,0.3101688,-1.7307655,28.444263,-14.29372,15.240474,98.323265,h
22.739946,24.921898,2.4001641,0.27804765,0.09528786,-174.24933,-50.527534,33.453518,4.4538374,184.41254,g
19.950603,17.385475,2.7919443,0.3212063,0.13187975,3.8928933,80.88149,82.97586,16.17456,94.72778,h
64.12592,22.32757,2.4613998,0.4661773,0.064633496,-12.815942,-7.1556506,-99.19178,61.18838,175.22205,h
48.05005,21.469305,2.9524417,0.1881711,0.19118732,37.568905,85.54637,-9.757966,3.1438303,132.38472,g
41.19746,63.600407,2.7773147,0.49609947,0.039490007,-44.803883,-100.76829,13.576764,4.2573423,58.640797,h
50.277702,10.685229,2.450615,0.28552884,0.3087975,-92.259224,19.540962,27.13079,46.82538,211.47282,h
35.712997,11.047301,2.563811,0.1399308,0.2337145,-11.766775,19.79366,-60.70942,3.171239,151.64404,g
24.86791,12.290624,2.2858012,0.5177792,0.24526924,0.03813708,-21.321054,-29.650005,3.326204,90.06689,g
71.21592,15.308016,2.856822,0.307285,0.042942237,-24.745808,-19.48437,-10.083311,4.6504116,49.717422,g
21.657156,15.958711,2.672024,0.3407667,0.16780251,41.522778,-33.56379,-4.407995,12.392558,156.29327,g
30.27888,16.47945,2.9222183,0.741219,0.22557789,-112.51508,-29.09967,10.707909,4.4236536,103.25242,g
84.800514,10.069725,3.464294,0.13769613,0.078892216,0.98943734,-28.769264,9.797084,0.7350994,118.75974,h
89.58196,18.666096,3.0095475,0.24564703,0.1327029,-25.6822,21.595192,13.903961,13.045847,101.43801,h
24.573132,14.495221,2.487821,0.6416487,0.2414696,-223.29504,238.0183,-36.37327,79.25882,188.39458,h
32.881203,11.008627,2.1328268,0.44883218,0.38967034,-57.669933,-37.2173,13.647959,69.099686,82.30479,h
23.330803,12.093364,2.3834534,0.5257843,0.2559711,126.6954,-164.099,-156.06993,2.5421035,222.75381,h
56.520954,36.327374,3.120808,0.12887979,0.124857515,-20.914045,-9.3732605,-15.101943,5.5598106,290.95438,h
21.90451,10.230991,2.5499947,0.5862198,0.39180735,-19.889671,-16.607254,-39.1383,49.97045,136.81723,h
17.073904,9.325574,2.8785338,0.3827389,0.23996519,-70.263115,-6.925746,-18.026178,0.3079091,218.85663,g
28.48965,24.074808,2.5289962,0.6709959,0.29184404,-64.990364,25.025145,-22.772387,14.04347,195.93977,h
37.65098,16.336998,3.2842479,0.2705929,0.10939916,7.1921725,104.729965,-61.55676,89.94663,146.78276,h
34.671455,32.74814,2.7939122,0.3005604,0.2532291,58.94974,-108.10413,17.536358,0.87636757,178.20967,g
30.079018,0.0,2.4520323,0.6906664,0.31052145,-20.280382,8.168374,-202.60591,5.8411326,210.75238,h
21.345684,12.517443,2.2309377,0.7545042,0.14449225,-3.0136237,-40.90437,5.6562243,9.238845,33.73779,g
38.557,20.166725,3.6369164,0.19609535,0.13934532,-149.2395,126.56718,11.194797,2.933327,135.1349,h
51.131657,25.694637,2.998338,0.21748324,0.30090758,31.202812,19.16908,-205.04121,22.475872,290.17682,h
28.722916,18.036062,2.5148365,0.2512049,0.19164504,143.45862,216.8677,-16.875061,26.542501,200.41864,h
39.663826,1.6287767,2.4229853,0.3071878,0.29683837,24.894064,-16.30108,-9.717667,6.732413,246.43373,h
28.816458,32.420525,2.5299892,0.17522742,0.092571415,22.618149,0.00029636352,-72.92636,2.2734137,112.41013,h
65.925415,17.646666,2.4582222,0.26509833,0.21871693,12.219735,-9.659788,-179.58742,38.580578,150.02412,h
46.344967,26.499786,2.3179984,0.4590687,0.17639881,41.08621,-18.24401,18.001255,18.495762,93.8701,h
34.478386,31.066444,2.3804886,0.17753841,0.12502578,-33.671516,21.902832,-90.44806,9.779065,224.35544,h
30.31662,15.284829,3.0324075,0.3548756,0.033946007,10.913097,225.84232,-7.413264,0.1767503,82.54216,g
37.377396,44.52031,2.736056,0.5923579,0.4508178,47.04777,22.866224,-114.39289,13.589233,282.64667,h
24.941593,17.977304,3.199443,0.30509102,0.094162196,-118.579094,28.037561,23.07122,21.374043,132.3252,g
32.71883,30.053463,2.424003,0.18852745,0.12854971,-44.99057,35.44994,9.490252,7.287412,371.95584,h
23.647327,15.567071,2.473073,0.22472271,0.12100556,19.271627,46.833233,-16.742855,18.54633,271.86557,g
29.969673,55.121887,2.9320514,0.28044614,0.09665607,-35.714153,-11.382796,-13.961256,0.0076489565,307.4352,g
20.128056,16.670477,2.3014681,0.6112141,0.13062492,24.101498,67.82919,42.195633,12.015747,217.11255,h
41.675682,14.3333025,2.5930412,0.18493623,0.17921801,-27.212595,27.210604,14.788001,36.46217,210.9931,g
49.459846,11.620413,3.0698416,0.55939275,0.21259725,-86.360954,48.75301,4.462164,2.0414202,318.1959,g
21.872595,9.717039,3.5357478,0.38338017,0.09518055,386.79016,27.66128,3.3381777,65.20802,287.54404,g
63.06745,20.861925,2.4335768,0.51033217,0.28761205,-33.361053,-126.04828,18.912138,74.79768,101.09079,h
20.759277,12.672895,2.430743,0.20066604,0.3736959,-441.6325,-94.12534,57.896175,11.684573,147.22511,g
35.887585,11.649747,3.1802235,0.3908146,0.16542953,19.059864,-7.9481916,-9.663919,23.798712,246.16235,h
49.181633,7.4047565,2.5502448,0.104847275,0.1687284,31.934658,10.687376,-34.46898,10.91863,110.29956,g
59.659958,20.98811,2.668514,0.28088483,0.30460495,8.287437,-54.49981,15.909913,25.084108,192.94527,h
56.405693,22.839863,3.2143457,0.37903383,0.17334613,-20.537357,92.44956,5.751429,5.396023,104.59871,g
66.45943,13.633228,2.679646,0.20460075,0.12035305,34.183987,-8.985977,-17.173996,5.469825,193.6365,h
158.31512,16.793058,3.2154067,0.43511954,0.27212873,2.186962,192.34647,6.5459943,21.150652,166.39891,h
20.297995,12.842687,2.6502488,0.31278294,0.1360968,9.122871,-12.069367,-10.687897,14.778959,182.02852,g
26.224174,16.126268,2.5344849,0.27229634,0.18631224,15.554645,20.611065,-5.6934533,13.97418,240.66722,h
25.056805,21.079956,2.9447148,0.48527148,0.1732534,-76.16523,-127.73329,28.25977,6.635269,308.14642,g
36.295166,141.09117,2.7960112,0.19904745,0.21887831,-326.34067,38.650585,-30.624361,7.750888,231.63222,g
51.524677,37.822056,2.4994311,0.22262155,0.09072106,-27.477863,81.83955,-23.023027,5.6836843,166.83727,g
22.4202,20.390602,3.2646036,0.13131627,0.20495932,32.815475,43.560493,-37.233578,4.7163763,71.93823,g
63.376244,19.251694,3.0470214,0.24834001,0.18430066,-10.702693,27.26605,-68.381294,89.93473,144.3441,h
28.144464,7.1106095,3.2235754,0.2654027,0.12453869,5.948955,-5.569696,-202.19334,0.6147827,224.79768,g
66.8522,25.035788,2.6714501,0.19519095,0.11646298,10.722073,-104.84031,-24.311625,32.345474,300.35406,h
107.160706,29.065624,3.121701,0.282995,0.1758976,0.039992783,15.04411,-10.280675,5.1126037,9.309586,g
24.681953,10.821807,2.4608703,0.8186395,0.22302577,-27.425406,20.595043,-4.934232,5.7202654,146.22488,h
24.596697,26.243267,2.3378506,0.6409268,0.32682845,19.825314,25.301418,-31.554493,89.25936,158.61403,h
31.945574,9.617851,2.381293,0.7951272,0.40275177,8.429148,80.22971,24.155851,15.219388,208.03366,g
13.05398,0.0,2.0521033,0.28809676,0.39488026,-12.462033,12.223941,-5.4124274,15.871284,324.23532,h
54.58638,15.852849,2.7876544,0.11271853,0.12383733,23.38099,74.89002,10.084309,2.0194104,180.10942,g
20.43635,15.77082,2.4848578,0.6089469,0.21195091,-70.60866,20.507334,41.7117,11.783408,221.06041,g
95.41444,2.9524643,3.906496,0.5453896,0.3094597,199.02312,-102.899376,-18.162067,5.8420177,283.2178,h
21.227968,10.745723,3.0149357,0.3349956,0.1073141,25.308918,105.28235,-28.09413,10.878566,65.54932,g
25.162544,9.547991,2.4099865,0.73481107,0.19931525,-103.9397,-17.781427,11.70885,5.839345,7.3294744,h
55.012943,14.882521,2.3072238,0.29764017,0.105158,-139.33894,-8.543841,11.347208,28.465378,142.4921,g
39.486874,22.826885,2.6790276,0.5231751,0.20739387,-13.666358,18.301037,16.276464,21.859488,149.0844,g
27.08018,12.911288,2.5537353,0.7249213,0.14302619,-279.95978,-121.86296,-8.893242,55.093204,64.73716,h
66.01985,15.193571,3.0280576,0.20492193,0.28915215,54.806824,-34.19641,36.703255,2.6446319,296.21625,h
29.431477,16.4912,2.4203553,0.2044601,0.2533078,-19.40008,74.250175,-13.157207,3.6221025,239.1256,h
48.847107,22.360651,2.5456922,0.34546104,0.15672474,-71.44735,19.720308,8.115234,0.92184055,26.471487,h
24.209263,11.750092,2.3515456,0.44804817,0.21055704,-45.941063,-11.021417,53.10757,0.83400893,180.7673,g
29.718935,17.987877,2.8775537,0.17895022,0.17364036,9.832467,52.89922,21.19888,81.09469,97.11627,h
23.532059,15.499498,2.2333062,0.21696664,0.20460539,-13.777352,-19.136028,9.503619,75.6314,173.19946,h
31.194305,11.607499,2.805976,0.24375102,0.33578947,-1.7796793,6.2858343,-47.006847,88.09105,195.84138,h
29.811815,28.077953,2.940364,0.3037609,0.10991475,-87.79378,58.182243,13.948716,5.3199205,148.86679,h
43.508995,10.470063,2.5535924,0.17119795,0.15123801,-164.49731,-33.631123,-8.788889,2.3607895,219.19002,h
28.736486,25.679878,2.9320946,0.7761678,0.29097572,31.673578,-32.869167,-9.753694,10.729839,134.26796,g
23.429222,19.360744,2.661231,0.21844806,0.25466895,-13.671846,16.661682,-8.565924,4.899354,160.33357,g
60.808556,14.829344,3.282401,0.17356187,0.075165994,0.7258528,-68.90364,19.07846,57.62539,139.67557,h
24.278234,9.139838,3.0364316,0.5899607,0.31817305,14.410326,-30.122692,20.941349,3.814573,166.31956,g
22.934761,14.456882,3.3451607,0.2215141,0.16657467,-206.12567,18.838839,-9.38677,79.62203,149.18182,h
23.488325,16.119116,2.7350965,0.7156137,0.11385245,-70.9347,3.6936238,24.197184,69.73219,126.80661,g
31.8143,38.062927,3.0093617,0.15472993,0.15009482,-45.198883,106.31944,-55.928303,24.560738,187.20375,h
18.855366,12.409829,2.7122471,0.5936143,0.16649151,-56.939476,-127.19753,28.181915,21.040224,288.13617,h
23.497541,17.523449,2.8374243,0.57323855,0.4207389,-168.1233,22.575796,-88.37726,10.941735,159.35437,h
54.20748,16.614624,2.8377554,0.19180481,0.29611093,10.099434,-9.069582,17.20045,34.353188,154.42314,g
38.352978,13.664978,3.1554682,0.2171335,0.12458853,32.108364,18.331068,-60.178555,21.373913,167.37085,g
20.555372,19.253658,2.4908855,0.33420816,0.4298558,-218.86342,-40.699303,-8.433238,81.32131,305.58798,h
20.161667,12.456765,2.4401464,0.39179876,0.3247497,14.046109,-3.129038,-17.017626,7.99382,149.67456,g
31.067871,12.016846,2.6391423,0.1718726,0.21481906,-5.384114,-18.570965,-26.23371,5.099147,142.01704,g
19.916248,17.25927,2.3425877,0.463596,0.38110045,49.648434,-80.66124,7.494141,66.08855,274.74817,h
24.939108,9.46557,2.3531153,0.41221032,0.17610128,27.674595,50.74501,-6.142579,1.9133879,93.111176,h
20.14937,11.535344,3.444175,0.39849806,0.13950561,-41.409557,-54.877506,6.4905457,9.177675,122.29054,g
19.295744,21.305433,2.4837644,0.3726874,0.23033786,12.625766,27.26227,25.17054,4.1258116,167.75519,h
87.44434,58.814552,2.7833037,0.22819161,0.20503998,-20.965532,-15.112597,-35.832756,43.14416,200.56126,h
60.601173,28.599197,2.5556855,0.23639473,0.14879383,47.85532,38.01028,-114.16066,9.199878,196.6252,h
41.385357,46.410236,2.6037529,0.12449342,0.090464555,-89.61861,119.43486,-23.518238,0.6305619,138.3631,g
20.641756,30.407871,3.0095246,0.669197,0.30277845,49.023117,11.302647,12.235135,59.414333,141.82367,h
36.134136,21.675848,3.050836,0.50377715,0.20376943,-59.551956,21.205307,55.75507,6.8348126,106.915955,h
24.602547,32.613174,2.7272992,0.48351386,0.11434667,-210.2403,25.007738,4.961197,4.183682,174.92284,g
19.545267,9.57678,2.453277,0.5654678,0.13922457,-5.8630795,-146.71126,-6.612474,4.1510553,223.24532,h
55.010983,21.58869,2.9471948,0.27410537,0.09110457,8.197682,-18.494326,-4.99318,0.47523403,234.61638,g
20.545912,11.080746,2.497417,0.6106982,0.32486334,-66.237686,-22.87996,-7.4334083,5.3031,263.74963,g
22.770367,12.093834,3.4625573,0.43130153,0.27808714,27.880392,18.701542,1.3500873,57.57376,70.602264,h
24.55877,13.72408,2.462973,0.6575446,0.16240892,32.116497,18.902832,-23.585783,18.564796,138.35594,g
25.180265,13.244551,2.590069,0.2651213,0.34382772,8.177567,41.244083,12.57305,33.19711,139.20758,h
24.456331,10.638394,2.3491523,0.7745755,0.32352307,-123.56799,11.691362,16.891201,4.4088793,264.57492,h
36.21829,19.965908,2.3822033,0.6022536,0.2316979,-13.043796,-17.700182,-9.9036045,68.78336,160.29533,g
53.23845,21.901049,2.5291464,0.06811705,0.31327912,15.290107,2.555555,18.671717,1.9912624,317.7234,g
126.03813,11.643149,3.0152802,0.2480463,0.3077039,241.5969,63.319424,51.983856,10.391521,151.80879,g
26.44635,11.217611,2.2117178,0.3600877,0.16448642,-6.326476,108.84568,8.0458555,49.104446,122.832016,g
73.34378,13.931123,2.5350049,0.72145736,0.2558848,-107.33565,-9.878673,3.9023964,74.93411,170.8529,h
92.08079,48.14509,3.1876986,0.24276166,0.23019351,-252.76656,-145.81006,11.754222,24.899641,245.44025,h
10.178098,56.632977,2.499911,0.49737832,0.09885236,-165.02939,114.0,7.8440533,56.954475,230.02182,g
25.817728,10.409427,2.5545707,0.19417068,0.21246338,-14.620591,78.710594,71.465225,59.477028,24.302658,h
13.08663,10.904243,2.2510495,0.31571347,0.32129955,-16.801184,11.989466,-0.780397,5.311218,138.27406,h
88.87922,15.029675,3.0649512,0.39462218,0.08761181,66.82676,-0.2566275,9.343578,5.1714883,210.7394,g
26.389723,18.188927,2.201638,0.26265216,0.2847199,-220.84674,37.333096,-47.433563,68.06316,185.58282,g
20.408997,14.056297,3.3884845,0.19434783,0.3062193,-0.9458913,-28.432121,4.456793,7.9992356,268.44968,h
17.27223,11.596582,2.7418327,0.3284811,0.22272602,-448.53357,237.37541,10.191981,22.292591,168.91376,h
23.860878,17.88413,3.0395482,0.28187323,0.15494499,505.16284,9.906838,-89.03574,34.101982,311.93323,h
65.27675,14.349901,2.5157294,0.2298763,0.13742727,-7.638335,77.37845,51.48353,10.955037,186.87276,h
35.102806,15.826333,4.2176657,0.32459244,0.0041609374,-25.934603,223.27933,8.710749,0.8061671,327.56845,g
43.236534,37.097572,2.410206,0.26248106,0.34241498,-18.326418,72.02419,-9.254005,5.5551224,161.56871,h
28.55416,21.924055,2.221842,0.2511524,0.18878406,98.918915,6.805824,2.7758417,78.6288,66.64842,g
62.309002,20.200525,3.4516811,0.2779264,0.113225155,-405.7,-40.73346,13.459746,5.2615504,37.959763,h
54.776115,22.573397,2.8573475,0.21081878,0.10686099,-54.459282,-84.30781,59.464664,37.15496,41.74562,g
25.103968,12.22928,2.629924,0.34629995,0.32368034,33.339905,100.75055,-6.371184,52.06936,124.338005,h
17.204687,23.625095,3.002256,0.19982354,0.09863696,28.575369,19.870583,-8.165869,44.1079,162.62999,h
23.526142,14.815676,3.1212308,0.5009545,0.14803402,23.169134,23.792622,-8.300248,3.140595,207.42929,h
24.70077,20.08043,2.3502994,0.43212554,0.1199508,-39.342636,94.67864,7.082865,20.968977,104.21695,g
58.302826,20.120508,3.249071,0.19626866,0.10316218,45.74775,-11.705228,11.721965,13.194819,5.8920374,g
26.699293,14.768856,2.713151,0.27161297,0.078959905,177.0869,111.80848,-19.535692,4.2433977,137.2296,g
26.577217,36.502666,2.6293118,0.6524778,0.3366212,14.835373,18.569382,36.22404,32.47563,183.38054,g
48.284973,15.246429,2.5712836,0.2749806,0.34946275,76.38258,104.951225,21.071537,0.37169203,220.35966,g
