LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
120000.0,2,2,2,30.0,1,2,0,0,0,0,105256.36,108845.19,108255.69,115554.35,99053.92,93999.52,0.0,4700.4697,4002.1099,2898.8813,3500.0,3500.0,0
50000.0,1,3,1,29.0,1,-2,-2,-1,-1,-1,0.0,0.0,0.0,205.35973,3788.1118,0.0,0.0,0.0,274.1046,3600.2605,578.3832,501.58392,0
180000.0,1,2,1,44.0,0,0,0,0,0,0,35612.83,34436.152,30611.787,31694.395,29810.295,32687.191,2000.0,7019.0264,1947.1982,1004.79895,1042.5991,1460.3518,0
60000.0,2,2,1,26.0,0,0,0,0,0,0,59148.254,59451.918,62237.207,62431.297,66567.91,78760.195,2041.8453,3125.4282,2520.3271,3000.0,2500.0,3300.956,0
100000.0,2,2,1,27.0,0,0,0,0,0,0,100009.016,99059.82,65721.914,53341.266,15196.611,15469.396,3599.6743,3000.0,4656.335,1000.0,601.0818,1000.0,1
360000.0,1,2,1,47.0,0,0,0,0,0,0,36633.094,36798.76,35841.152,30299.252,28704.758,27578.297,1575.1246,2285.699,1300.0322,1000.0,1000.0,671.83496,1
621433.5,1,1,2,36.0,0,0,0,0,0,0,61040.438,67269.78,62684.824,58605.715,20314.422,10202.067,10000.0,5020.8667,10176.202,10002.149,7015.7993,22561.408,0
50000.0,1,2,2,26.0,1,2,0,0,0,0,14082.987,14137.228,5821.323,4763.6343,3609.6616,1139.0334,0.0,1001.01636,490.2924,344.12567,0.0,384.03275,0
170000.0,2,2,1,48.0,2,-1,-1,0,0,0,0.0,390.0,7291.445,2520.7463,2538.273,0.0,738.7106,7761.1743,0.0,0.0,0.0,2000.0,1
120000.0,2,1,2,34.0,0,0,0,0,0,0,28907.225,25973.348,25183.314,26122.498,27870.09,28730.3,1441.8453,1259.0153,1283.3394,1100.0874,1203.8335,2000.0,0
160000.0,2,3,2,26.0,0,0,0,0,0,0,10354.993,8264.536,7602.358,3645.192,924.70654,25754.469,1237.6532,4707.2734,932.2725,182.72375,26019.055,3206.9492,0
170000.0,2,1,1,30.0,-2,-2,-2,-2,-2,-2,0.0,896.99725,0.0,1047.8494,1050.6249,1358.7694,738.1731,0.0,1069.7816,1000.0,1400.2732,4000.0,0
90000.0,2,1,2,27.919497,2,2,0,0,0,0,118687.234,112339.09,106804.42,84126.766,75417.46,72019.086,2000.0,4214.28,4002.7375,4000.0,3000.0,3352.7476,1
20000.0,1,2,1,34.0,0,0,0,2,-1,-1,4784.8086,7057.4297,3024.6782,1742.0773,780.0,0.0,1337.4834,0.0,0.0,698.3163,0.0,0.0,1
360000.0,1,1,2,33.0,-2,-2,-2,-2,-2,-2,0.0,165.03305,0.0,0.0,0.0,0.0,2.560296,0.0,0.0,0.0,0.0,0.0,0
250000.0,1,2,1,30.0,-1,-1,-1,-1,0,-1,735.62476,590.28766,601.88324,1778.267,780.0,811.1693,746.0451,708.45544,1840.6426,0.0,1000.0,40876.258,0
80000.0,2,1,2,26.0,-2,-2,-2,-2,-2,-2,1287.2527,0.0,395.6431,0.0,849.16534,0.0,0.0,384.44458,0.0,992.1308,0.0,0.0,0
500000.0,1,3,1,50.3678,0,0,2,2,2,2,382957.5,413070.16,394383.0,265770.38,307874.34,272433.66,35704.695,13702.137,268.81287,20000.0,0.0,50008.496,0
120000.0,2,2,2,26.61188,-1,-1,-1,-1,0,-1,410.89746,390.0,1515.4368,3022.9434,3031.897,0.0,431.57047,1404.0459,2200.0,700.0,0.0,637.3041,0
20000.0,1,2,2,23.0,0,0,0,0,0,0,13115.36,14953.475,18220.488,18605.422,19018.77,21353.223,1469.946,1500.0,1098.8179,834.7817,1000.0,1000.0,0
70000.0,2,2,2,28.0,0,0,-1,0,0,0,11621.808,4337.2485,7792.219,18621.219,20567.426,13906.64,920.5735,6000.0,6000.0,9461.465,1031.4757,4709.6816,0
270000.0,2,2,1,42.0,1,-1,2,-1,-1,-1,0.0,17869.473,3183.765,7849.5444,9782.127,4652.994,16705.469,0.0,10000.0,8000.0,4000.0,376.12476,0
500000.0,2,2,1,43.0,0,0,0,0,0,0,209294.81,253447.97,242178.66,190067.05,165330.66,125745.45,36923.938,10011.467,6812.7085,4048.534,5000.0,4000.0,0
80000.0,2,1,2,33.0,-2,-1,-1,0,-2,-2,1786.2881,0.0,93467.1,64316.93,26676.621,28673.182,0.0,87494.13,2000.0,4535.2793,5000.0,5000.0,0
160000.0,1,2,2,27.0,0,0,0,0,0,0,44266.34,44249.355,45650.227,45502.055,39045.01,38451.855,2000.0,3104.0103,1800.0,1500.0,1614.157,2550.1045,0
40000.0,2,2,1,24.0,0,0,0,0,0,0,29247.639,32622.273,33918.87,35580.16,34402.434,42578.707,2002.2238,2000.0,1775.1576,1500.0,2000.0,2000.0,0
489121.16,1,2,2,31.0,-1,-1,-1,0,0,-1,2208.4207,4951.338,47564.793,22331.074,17750.031,2009.2688,7624.6577,63199.773,4274.0073,3104.3972,3000.0,64770.17,0
264454.53,2,1,2,29.0,1,-1,-1,-1,-1,-2,316.0,3004.704,4739.3677,2394.9072,0.0,0.0,2778.981,4935.5327,2772.277,0.0,0.0,0.0,0
270000.0,2,2,1,51.0,1,2,0,-1,-1,0,46554.688,44935.277,13409.084,8490.138,9191.885,8532.297,0.0,5072.78,11001.408,9461.167,3413.207,1196.625,0
50000.0,2,2,2,22.0,0,0,0,0,0,0,18106.371,23230.418,14651.304,16085.859,15067.038,20789.621,1500.0,1206.7454,1000.0,0.0,2000.0,1335.7468,0
50000.0,2,3,1,66.4138,0,0,0,0,0,0,13274.2,16690.232,15467.805,16652.527,16324.637,19724.678,1500.0,1503.1525,2052.7869,1150.2742,1800.0,1000.0,0
20000.0,1,2,2,29.0,0,0,0,2,0,0,25113.129,27512.527,27747.059,27999.455,28392.861,25804.973,1886.6023,2788.6929,0.0,885.58875,700.0,604.8427,1
360000.0,2,1,2,27.0,0,0,0,0,2,2,240592.25,222686.5,285095.1,292166.6,328982.8,311853.22,11000.0,22419.633,13832.694,13256.939,0.0,9020.355,1
360000.0,1,1,2,30.0,-1,-1,-1,2,2,0,10678.796,6484.016,85097.38,66873.75,16844.186,9935.333,7202.855,108793.2,865.5999,0.0,3438.9163,10531.1455,0
90000.0,2,2,1,25.0,0,0,0,0,0,2,47492.355,42904.105,38103.707,40782.477,44862.465,48302.816,2098.982,1500.0,2225.5518,4006.474,2000.0,2283.6377,0
210000.0,1,1,2,28.0,-1,-1,-1,0,0,-1,11022.154,4168.206,13444.4795,18051.963,16034.722,2769.279,4633.6836,13266.111,7519.973,5564.637,1600.0,4620.8276,0
230000.0,2,1,2,25.0,1,-1,-1,-1,-1,-1,0.0,381.27148,390.0,558.556,3719.4712,1336.8268,398.39914,498.9459,756.65717,3074.798,1000.0,390.0,0
200000.0,1,1,2,30.0,0,0,0,0,0,0,195957.78,202849.42,182504.81,165835.58,160761.66,153751.61,11040.467,10172.28,6019.6157,5179.551,4591.6562,5000.0,0
50000.0,1,3,2,31.0,0,0,0,0,0,0,26273.857,28044.66,31692.055,20817.354,19989.463,19455.21,2000.0,1208.2308,1476.9756,700.0,689.20184,833.17,1
160000.0,2,2,2,29.0,0,0,0,0,0,0,147377.5,137936.58,136688.3,127747.484,131867.64,123020.445,7539.5405,4500.0,5000.0,4196.6416,4724.8135,4000.3562,1
160000.0,1,3,1,39.0,0,0,0,0,0,0,64527.996,70233.484,72938.766,77824.85,80070.516,69172.76,4000.0,3805.107,3000.0,2709.0032,3297.88,3402.099,0
200000.0,1,1,2,45.0,0,0,0,2,0,0,61295.37,23825.023,23827.33,23002.969,8123.4106,0.0,3205.6985,5000.0,0.0,0.0,0.0,0.0,0
390000.0,2,2,2,38.0,0,0,0,0,0,0,131216.86,134023.12,168313.12,164617.75,136961.03,134617.92,7394.6567,30182.004,5930.7314,4709.867,4019.8613,2810.4592,0
400000.0,1,1,1,33.0,-2,-2,-2,-2,-2,-2,14621.421,2899.7542,2765.657,14654.193,7680.7993,5540.3955,3038.888,2101.7004,11000.412,6218.223,6511.4526,4048.8948,0
230000.0,2,2,2,29.0,0,0,0,0,0,0,113581.29,108526.81,104587.33,96669.73,95115.42,90625.266,4260.329,5049.3784,3628.938,3435.089,3199.1106,3000.0,0
330000.0,2,2,1,50.0,0,0,0,0,0,0,275683.34,273573.66,257408.94,274549.97,263113.44,278667.06,12003.993,12452.789,14724.547,44746.86,28543.709,13128.8955,0
300000.0,2,2,1,33.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50000.0,2,2,2,23.0,-1,0,2,-1,0,0,18100.07,20372.076,5682.7607,16794.73,18493.025,19440.893,2282.3987,0.0,20617.658,1000.0,840.8368,2903.6548,0
180000.0,1,3,1,35.0,-1,-1,-1,0,0,-1,27491.877,7190.656,8262.776,13388.057,17561.393,47922.65,4008.6208,5000.0,3576.0486,7257.952,40006.844,81231.71,0
150000.0,1,3,1,29.0,0,0,0,0,0,0,160352.8,151238.62,146136.42,125335.164,106551.59,126479.25,8000.0,5164.862,4934.5703,3555.3252,4000.0,5109.4473,0
112877.91,2,2,2,56.0,0,0,0,0,2,0,79099.84,78859.44,69903.51,69269.52,70428.8,74804.42,3165.633,3685.8672,4927.774,0.0,2964.582,1000.0,0
180000.0,2,1,1,31.0,0,0,0,0,0,0,80193.14,79984.16,69138.05,60773.48,50228.246,40496.4,10000.0,14329.711,6109.29,3198.2146,9069.554,16439.209,0
350000.0,1,2,1,31.0,0,0,0,0,0,2,140158.42,134031.31,134157.05,134277.78,137801.72,129405.86,5000.0,11000.0,5000.0,8000.0,4360.906,3894.8694,0
20000.0,1,3,1,27.0,0,0,2,0,0,0,13876.564,15293.814,16490.57,18851.836,9649.084,0.0,4111.1475,316.0,209.27199,554.6711,0.0,0.0,0
20000.0,2,2,3,43.0,1,2,2,2,2,0,17517.402,18367.488,17740.441,19714.941,19879.652,20320.955,2251.5251,0.0,3278.4868,0.0,1500.0,1000.0,0
421133.38,1,1,2,51.0,-1,2,0,0,0,0,9888.251,8365.727,9184.8955,24425.25,7842.654,13341.096,0.0,2924.5508,15000.0,0.0,6576.66,10000.0,0
240000.0,2,1,2,37.0,1,-1,-1,-1,-1,-2,0.0,421.44614,908.3521,783.7986,0.0,0.0,502.3437,1200.0,1000.0,0.0,0.0,0.0,0
330000.0,1,1,1,58.0,0,0,0,0,0,0,151940.55,185934.42,86922.18,114589.59,128514.27,204793.61,12686.246,8323.867,29054.078,15824.983,64817.805,59834.125,0
30000.0,2,3,1,26.0,-2,-2,-2,-2,-2,-2,0.0,1327.0533,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,0.0,0.0,0.0,0
230000.0,1,2,1,34.0,-2,-2,-2,-2,-2,-2,5617.769,126.87606,1974.0402,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,543.98645,0
25808.371,1,3,1,47.0,0,0,0,0,0,0,12346.016,14255.132,10439.914,10213.505,11104.603,7103.174,1496.5963,1800.0,2367.3357,949.6095,1378.7267,2060.189,0
50000.0,2,2,2,32.0,-1,0,0,0,0,0,30590.955,33958.695,19744.8,15376.763,14107.529,12867.016,3000.0,1244.5718,390.0,717.4643,917.09186,0.0,0
360000.0,2,2,1,43.0,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,1224.5094,0.0,0.0,0.0,0.0,1361.5431,0.0,0.0,0
150000.0,1,3,1,46.0,-2,-2,-2,-2,-2,2,0.0,0.0,176.47475,0.0,2191.8445,1952.0747,0.0,369.04346,0.0,1774.213,0.0,312.27753,1
330000.0,2,1,1,34.0,-2,-2,-1,-1,-1,-2,4901.6255,5422.9375,4925.1055,12366.727,0.0,0.0,4000.0,7462.3687,13479.141,0.0,0.0,0.0,0
20000.0,2,3,1,44.0,-1,2,-1,0,0,0,2195.2283,1471.8276,2452.8745,1054.7256,436.67282,620.2078,0.0,1965.3806,0.0,0.0,0.0,0.0,1
310000.0,2,2,1,37.0,1,2,2,2,0,0,7545.8423,7313.944,6417.6987,2565.0745,2474.514,2291.2297,0.0,2596.8347,0.0,500.0,1000.0,3688.534,0
70000.0,2,2,1,46.0,-1,-1,-2,-2,-1,-1,787.01355,387.07172,0.0,843.3539,488.70197,927.77637,390.0,0.0,1000.0,641.943,893.8741,2000.0,0
230000.0,2,1,2,28.0,0,0,0,0,0,0,158239.38,165046.23,161148.48,153195.73,165207.73,155575.78,10000.0,8243.057,6000.0,6776.555,5000.0,5000.0,0
210000.0,2,2,1,29.0,0,0,0,0,0,2,91203.31,85358.98,60926.9,65323.22,70853.48,65628.695,5000.0,2061.9263,1981.9105,5310.7856,0.0,1997.5189,0
360000.0,1,3,2,35.0,0,0,0,0,-1,0,57683.44,51504.664,19989.613,17245.82,7380.206,16190.56,4836.555,2500.0,3539.9531,5000.0,9600.491,5000.0,0
80000.0,2,1,2,27.0,0,0,0,0,4,3,415.74896,293.22638,90.33587,0.0,96.33612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
180000.0,2,1,2,24.0,-1,-1,-1,-1,-2,-2,390.0,0.0,860.5521,0.0,0.0,0.0,0.0,698.6608,0.0,0.0,0.0,0.0,0
110000.0,2,2,1,55.73042,0,0,0,0,0,0,46639.91,46919.816,48735.934,48724.242,54023.598,51234.387,4000.0,3295.558,5000.0,3647.6414,3000.0,3509.8562,0
70000.0,2,3,2,40.0,-1,0,0,0,0,0,17488.576,12542.358,15304.274,14103.796,14241.731,15739.051,1861.5854,3000.0,1727.4315,1000.0,1000.0,736.8389,0
130000.0,1,1,2,28.0,0,0,0,0,0,0,11765.676,10572.54,13170.228,9036.554,8228.691,7948.978,2000.0,5579.7993,663.9022,1018.2868,2270.5469,2183.2314,0
50000.0,1,2,1,38.0,0,0,0,0,0,0,16953.586,18764.113,22652.625,23839.305,29149.447,28699.754,2000.0,2500.0,3000.0,4833.252,3501.622,4000.0,0
70000.0,1,2,1,45.0,0,0,0,0,0,0,14046.414,5660.3496,8974.755,9912.842,11263.758,13870.7705,2061.7424,2196.872,1937.2195,1000.0,1043.1283,0.0,0
30000.0,2,2,2,25.0,0,0,0,0,0,0,24993.225,31338.066,21404.268,18176.996,13444.962,15206.407,1500.0,1852.0012,1600.0,1763.8446,1000.0,1000.0,0
609278.94,2,2,1,45.905632,-1,-1,-1,-1,-1,-1,17329.816,12452.584,875.6186,469.77835,68444.664,496.76266,12017.746,1148.1587,581.3157,72969.73,1000.0,2000.0,0
30000.0,1,3,2,47.0,0,0,0,-2,-2,-2,45861.496,29462.812,-308.5859,-299.72043,-250.82507,-30.241913,1062.9286,0.0,0.0,0.0,0.0,0.0,1
20000.0,1,2,2,48.0,0,0,0,0,0,0,14996.35,15552.154,15764.515,16254.628,17285.174,12678.142,1278.0436,1300.0,739.22156,596.626,342.45142,500.0,1
290000.0,2,2,1,48.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.16017,0
50000.0,1,1,1,45.0,0,0,0,0,0,0,70867.91,71055.234,49726.39,48215.89,48800.758,31863.844,3000.0,2303.9028,2895.8916,1089.9017,1079.3467,1421.1482,0
200000.0,2,1,1,46.0,-2,-2,-2,-2,-2,-2,6241.601,664.69403,826.6837,1049.1519,10721.162,351.14545,570.3028,672.9309,1096.8658,8484.435,700.8084,0.0,0
60000.0,1,2,2,48.0,-1,-1,-1,0,-1,-1,2500.0,342.37906,1484.4949,1601.7094,823.00684,1172.3007,491.99722,1801.1232,390.0,802.3178,1000.0,1508.5206,0
50000.0,2,3,1,44.0,0,0,0,0,-1,-1,21629.836,22866.355,20315.162,4465.195,979.9488,879.82904,1447.6495,1409.0148,672.6473,1212.1096,1000.0,1402.7383,0
300000.0,1,1,1,46.0,0,0,0,0,0,0,168212.12,180539.78,188432.42,171546.45,138029.34,128093.57,8000.0,5814.8857,7105.426,4829.5034,5100.0215,50232.133,1
50000.0,2,2,2,33.0,0,0,2,2,0,0,17979.477,19095.059,18400.348,18690.766,18306.023,18740.95,2711.3352,1165.3809,0.0,692.7471,321.74316,0.0,0
80000.0,1,3,2,51.0,0,0,0,0,0,0,70294.13,67350.805,62406.32,46022.637,39423.535,40628.977,5000.0,2272.4644,2000.0,1600.5308,2000.0,3700.0,1
80000.0,2,2,2,34.0,0,0,0,0,2,0,59982.254,54549.523,56365.75,68239.57,57707.12,66243.78,2668.4243,3000.0,3500.0,0.0,2500.0,2234.1104,0
50000.0,2,1,2,24.0,-1,-1,-1,0,0,0,6092.709,0.0,25602.67,21243.74,20383.99,19750.373,0.0,24917.363,3000.0,476.3751,771.8478,1912.721,0
110000.0,1,2,1,41.0,1,8,2,2,2,0,66349.88,77604.36,79384.445,75271.945,68082.07,72037.1,3940.7344,2500.0,3000.0,0.0,2691.1829,2538.535,0
50000.0,2,3,1,26.0,0,0,0,0,0,0,41904.99,44816.812,43433.586,39998.13,29870.723,31580.445,3100.0,2100.0,1354.1041,0.0,1100.3582,1659.3156,0
260000.0,2,1,1,43.0,-2,-2,-2,-1,-1,-1,0.0,0.0,395.8486,615.6023,1431.0907,2399.4211,0.0,390.0,894.1798,1095.4604,2235.1885,581.2278,0
180000.0,2,3,2,38.0,0,-1,0,0,-1,-1,6499.318,32967.324,38122.25,12294.091,13013.98,17530.54,35930.848,22127.553,6000.0,15079.7,16532.709,4509.35,0
20000.0,1,3,1,48.0,1,3,2,2,2,0,15916.306,14840.308,15579.056,18662.465,16800.494,17956.97,0.0,0.0,1000.0,0.0,1000.0,0.0,1
310000.0,2,3,1,50.0,1,-2,-1,2,-1,0,0.0,0.0,995.7974,316.06195,2794.246,2851.3933,0.0,1065.544,0.0,3494.7976,0.0,1000.0,1
120000.0,2,3,1,42.0,0,0,0,0,0,0,79932.28,71965.55,71077.85,40117.02,31273.896,19796.898,2995.0051,3071.756,2000.0,1904.9672,2895.0264,12780.068,0
80000.0,1,1,2,30.0,-1,-1,-1,-1,-1,-1,1557.5824,3807.1191,2967.954,2718.364,3734.1787,166.09096,4926.8,3120.477,9454.374,5000.0,483.7656,1999.997,0
260000.0,2,3,2,26.0,-1,-1,2,-1,-1,-1,3234.6045,6624.349,780.0,1803.8461,686.53357,415.97812,6108.2876,0.0,2000.0,500.0,651.9909,3113.7483,1
500000.0,1,2,2,35.0,0,0,0,0,0,0,338949.44,360536.25,365443.88,320436.38,317167.4,294716.94,13366.952,13194.63,14801.85,10468.447,10000.0,11601.021,0
90000.0,1,3,2,26.0,-1,-1,-2,-2,-1,-1,6446.4087,0.0,0.0,0.0,943.66315,993.6822,0.0,0.0,0.0,1000.0,1600.0,1700.0,0
590128.8,2,2,2,45.0,-1,-1,-1,-1,0,-1,62079.133,-2.445356,19290.771,18979.639,9828.543,869.485,0.0,18410.398,20010.586,1266.618,1000.0,666.75165,1
90000.0,1,2,2,28.0,-1,0,0,0,-2,-1,32110.799,19357.07,23496.445,0.0,0.0,478.54153,19298.127,2921.2524,0.0,0.0,600.0,0.0,0
50000.0,1,2,1,42.0,2,2,2,2,2,0,33374.47,36654.473,32009.951,32700.035,36071.504,30573.37,4000.0,269.38892,3000.0,0.0,2000.0,1000.0,1
220000.0,1,2,1,52.24186,0,0,0,-1,-1,0,154730.58,158988.67,118312.336,0.0,61521.555,76565.91,5279.6484,3486.31,0.0,51386.375,1949.9359,2784.7515,0
220000.0,2,1,2,36.0,-1,-1,-1,-1,0,-1,1903.5651,0.0,326.0,0.0,0.0,473.8222,0.0,362.521,0.0,0.0,655.4367,470.73495,0
200000.0,2,1,1,41.0,-1,-1,-2,-2,-2,-2,1369.8529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150000.0,1,1,2,36.0,0,0,0,0,-2,-2,5794.6846,5558.9897,5467.977,440.8372,0.0,0.0,1296.3502,1132.942,396.92685,0.0,0.0,0.0,0
30000.0,2,3,2,25.0,0,0,0,0,0,0,23845.242,20048.896,24748.057,27373.312,21110.969,23378.92,1200.0,1629.6743,1441.4343,685.9711,1000.0,826.31287,1
397209.94,1,1,2,29.0,0,0,0,0,0,0,87648.48,76449.78,73032.05,30192.355,31881.65,34237.2,3603.9946,3000.0,2373.532,1500.0,1515.6007,1332.5088,0
70000.0,2,1,2,28.0,-1,-1,-1,-1,-1,-1,1189.081,554.12146,0.0,467.27133,0.0,5184.6294,433.30905,0.0,316.0,0.0,6245.8774,1090.9866,1
180000.0,2,2,2,35.0,1,-1,-1,-1,-1,-2,0.0,393.10104,1145.798,2040.3961,0.0,0.0,394.80408,1194.959,2008.4773,0.0,0.0,0.0,0
204948.27,1,1,2,38.0,0,0,0,0,0,0,115119.16,123064.28,104636.25,100430.62,114422.984,108447.734,7000.0,7000.0,4000.0,4609.044,3800.1091,5000.0,0
140000.0,1,2,1,52.246857,-2,-2,-2,-2,-2,-2,5003.2153,3176.6472,4130.6113,2689.2935,624.5821,839.2418,2539.1409,5590.8564,2442.5264,1064.4714,1000.0,1617.3933,0
50000.0,2,3,2,26.0,0,0,0,0,0,0,20508.965,18947.12,23548.775,19958.957,14824.787,19277.818,7516.874,2000.0,1600.0,4597.8013,3000.0,700.0,0
100000.0,2,2,1,34.0,0,0,-1,-1,0,0,15235.695,12397.35,1846.4912,14149.12,9170.536,4184.4707,8522.469,2000.0,14854.523,800.0,4000.0,0.0,0
280000.0,2,1,1,44.0,-2,-2,-2,-2,-2,-2,3050.7576,2030.305,4038.8286,1845.6478,8010.633,1034.8007,1241.5967,3003.9482,1498.1992,5523.8223,688.36035,1075.3754,0
470000.0,1,2,1,46.0,2,2,2,2,2,2,125238.86,133382.97,147545.05,145387.62,143462.42,145868.66,6125.902,7590.1333,5536.967,5239.894,0.0,11941.895,1
90000.0,1,3,2,25.0,-1,-1,-2,-2,-2,-2,3289.6929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
280000.0,2,3,1,51.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,1037.2192,0.0,0.0,0.0,623.29645,1712.2915,0.0,0.0,0.0,0
219506.33,2,3,1,50.0,1,-2,-2,-2,-2,2,6057.0938,497.39578,0.0,1260.6301,2518.8892,780.0,1500.0,0.0,1700.0,1299.9677,0.0,2.6371696,0
20000.0,1,3,2,26.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30000.0,2,2,2,26.0,-1,-1,-1,-1,-1,-1,1608.9016,1457.3827,9995.081,14124.559,4334.233,0.0,1411.4366,10004.561,12407.633,5270.459,0.0,183.1322,0
290000.0,1,2,1,41.0,2,2,2,2,0,0,105842.32,110770.54,102588.69,88866.56,102467.51,105514.93,0.0,11328.136,0.0,6391.8604,3777.6335,4284.7275,1
390000.0,1,2,1,47.0,-1,-1,-1,-1,-2,-1,11843.947,19915.568,23495.918,8916.563,20255.45,9131.456,17091.604,20004.115,5564.4507,15000.0,10000.0,7340.5464,0
150000.0,1,2,2,25.0,0,0,0,0,0,0,4727.8647,6621.4478,7412.042,8738.695,6213.2637,20120.668,1814.9669,1500.0,500.0,1480.5073,14861.554,1000.0,0
180000.0,2,1,2,34.0,-1,-1,-1,-2,-2,-2,7621.3784,8843.623,0.0,0.0,0.0,0.0,10048.119,0.0,0.0,0.0,0.0,0.0,0
160000.0,2,1,1,51.0,-2,-2,-2,-2,-2,-2,7831.2646,0.0,6842.101,0.0,0.0,702.8982,0.0,6000.0,0.0,0.0,813.4901,12.467927,0
360000.0,2,2,1,46.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
500000.0,2,1,2,29.0,1,2,2,2,0,0,3604.7898,4192.548,6926.029,3571.217,4664.4414,4830.145,0.0,2633.8677,0.0,633.71515,0.0,0.0,0
50000.0,1,2,2,28.0,0,0,0,0,0,0,39140.984,37757.266,38265.465,18748.09,16268.45,10562.457,1970.3405,2000.0,1165.5533,1000.0,341.44836,1900.0431,0
76884.805,2,2,1,49.0,-1,-1,-1,-1,-1,0,3388.2214,479.7516,3752.2566,390.0,8351.485,390.0,286.5742,3538.9495,682.7751,10000.0,0.0,0.0,0
70000.0,2,3,2,50.66129,-1,-1,0,-1,-1,-1,2358.1216,5530.5933,9409.412,4220.4443,3661.2551,7537.279,3714.8132,6049.3506,5000.0,5000.0,8066.5293,6082.6523,0
360000.0,1,2,1,44.0,1,2,0,0,0,0,138475.61,121649.25,91298.766,80881.73,49723.94,48928.543,0.0,3110.6157,2508.7332,1743.3091,1500.0,2000.0,0
30000.0,1,2,1,47.0,0,0,0,0,0,0,19979.455,19555.002,20350.031,21641.018,17828.576,19625.676,1000.0,1137.6747,1302.0713,611.1847,2641.6008,1787.2634,0
80000.0,2,2,2,26.0,0,-1,-1,-1,-1,-1,49353.777,36973.375,8218.209,5451.202,39002.133,59492.055,35730.848,3262.5723,1908.7625,33928.4,44879.484,9578.545,0
50000.0,2,2,1,35.0,2,2,2,0,0,0,50749.582,51461.418,46787.773,42977.062,35518.277,37021.836,2000.0,0.0,3000.0,1639.1935,1993.8215,1200.0,0
50000.0,2,3,2,46.0,3,2,0,0,0,0,13463.208,12877.253,13016.327,13226.718,8271.498,5531.331,0.0,2288.9526,312.59372,0.0,385.3325,189.62003,1
150000.0,2,2,1,31.0,2,2,2,2,2,2,126755.875,134923.72,124223.81,134640.38,127669.56,117172.41,6910.232,0.0,10000.0,0.0,10007.96,4400.7334,1
100000.0,2,1,2,28.0,0,0,0,0,0,0,74899.01,78610.695,75424.35,79260.414,80845.93,81165.14,2900.6978,3000.0,3000.0,3000.0,4744.646,0.0,0
30000.0,1,1,2,22.0,0,0,0,0,0,0,23283.959,21547.629,22237.885,20487.336,20379.693,18555.24,1536.8596,1270.1982,1000.0,652.1881,532.64545,1601.3105,0
230000.0,1,2,2,28.0,-1,-1,2,0,0,0,0.0,1107.652,754.9033,2295.488,2681.6943,5017.602,2000.0,0.0,1500.0,1000.0,2000.0,3002.1182,1
310000.0,2,1,2,29.0,-1,-1,-2,-1,-1,-1,4118.2886,0.0,0.0,6131.0435,316.0,857.308,0.0,0.0,5800.525,325.71533,686.0422,705.90137,0
160000.0,2,2,2,27.0,2,2,0,0,-1,-1,59189.285,10917.153,1922.7672,1562.3279,1284.5183,656.39966,0.0,752.6676,200.0,1500.0,773.6233,7041.8013,1
80000.0,1,1,2,29.0,0,0,0,0,0,0,39470.69,38677.414,42216.12,43223.953,50578.84,33570.082,2000.0,2006.0199,2000.0,3000.0,2000.0,1500.0,0
180000.0,2,3,1,35.0,-1,0,-2,-1,-1,-2,8809.341,0.0,0.0,7223.638,0.0,0.0,0.0,0.0,7408.7896,0.0,0.0,0.0,0
100000.0,1,3,2,45.682793,0,0,0,0,0,0,107845.67,97725.23,86909.34,88489.4,106220.68,92763.96,3014.7217,7506.6055,7209.054,49215.734,4931.575,26786.312,0
150000.0,1,3,1,41.0,1,-1,0,0,0,0,0.0,615.993,726.05493,510.0771,742.94727,0.0,1103.4669,0.0,0.0,0.0,0.0,476.34128,0
200000.0,1,1,2,29.0,0,0,0,0,0,0,74524.8,47070.01,43992.7,33917.715,29061.906,23853.898,3000.0,2200.0,2000.0,2681.7454,1315.4432,4767.813,0
